shape,group,label,method,num_tests,warmup,breather,rep,tflops,clk_min,clk_med,clk_max,n_clk_samples,kernel_ms
8192x32768x32768,C,br=flush8,event,10,10,flush8,2,6646,1680,1680.0,1680,18,2.635
8192x32768x32768,C,br=flush32,event,10,10,flush32,0,6741,1657,1657,1657,33,2.635
8192x32768x32768,C,br=flush32,event,10,10,flush32,1,6740,2062,2062.0,2062,32,2.635
8192x32768x32768,C,br=flush32,event,10,10,flush32,2,6741,2062,2062,2062,33,2.635
8192x32768x32768,C,br=flushA,event,10,10,flushA,0,6750,2062,2062,2062,31,2.635
8192x32768x32768,C,br=flushA,event,10,10,flushA,1,6746,2062,2062,2062,31,2.635
8192x32768x32768,C,br=flushA,event,10,10,flushA,2,6738,2062,2062,2062,31,2.635
8192x32768x32768,C,br=sleep,event,10,10,sleep,0,6762,2062,2062.0,2062,26,2.635
8192x32768x32768,C,br=sleep,event,10,10,sleep,1,6758,2062,2062.0,2062,26,2.635
8192x32768x32768,C,br=sleep,event,10,10,sleep,2,6758,2062,2062,2062,25,2.635
8192x32768x32768,D,wu=2,event,10,2,flush8,0,6728,2062,2062.0,2062,18,2.635
8192x32768x32768,D,wu=2,event,10,2,flush8,1,6791,2062,2062.0,2062,18,2.635
8192x32768x32768,D,wu=2,event,10,2,flush8,2,6676,1740,2062.0,2062,18,2.635
8192x32768x32768,D,wu=10,event,10,10,flush8,0,6721,1740,1740.0,1740,18,2.635
8192x32768x32768,D,wu=10,event,10,10,flush8,1,6641,1755,1755.0,1755,18,2.635
8192x32768x32768,D,wu=10,event,10,10,flush8,2,6657,1740,1740.0,1755,18,2.635
8192x32768x32768,D,wu=30,event,10,30,flush8,0,6652,1732,1732.0,1732,18,2.635
8192x32768x32768,D,wu=30,event,10,30,flush8,1,6391,1635,1635.0,1725,18,2.635
8192x32768x32768,D,wu=30,event,10,30,flush8,2,6502,1567,1567,1567,19,2.635
8192x32768x32768,D,wu=60,event,10,60,flush8,0,6599,1702,1702,1702,19,2.635
8192x32768x32768,D,wu=60,event,10,60,flush8,1,6533,1612,1612,1657,19,2.635
8192x32768x32768,D,wu=60,event,10,60,flush8,2,6417,1657,1657,1657,19,2.635
8192x32768x32768,D,wu10+idle0.5,event,10,10,flush8,0,6621,2062,2062.0,2062,18,2.635
8192x32768x32768,D,wu10+idle0.5,event,10,10,flush8,1,6621,2062,2062.0,2062,18,2.635
8192x32768x32768,D,wu10+idle0.5,event,10,10,flush8,2,6628,2062,2062.0,2062,18,2.635
8192x32768x32768,E,graph+nt5+flush32,graph,5,10,flush32,0,6625,2062,2062,2062,17,2.635
8192x32768x32768,E,graph+nt5+flush32,graph,5,10,flush32,1,6765,2062,2062.0,2062,16,2.635
8192x32768x32768,E,graph+nt5+flush32,graph,5,10,flush32,2,6756,2062,2062.0,2062,16,2.635
8192x32768x32768,E,event+nt5+flushA,event,5,10,flushA,0,6768,2062,2062.0,2062,16,2.635
8192x32768x32768,E,event+nt5+flushA,event,5,10,flushA,1,6769,2062,2062.0,2062,16,2.635
8192x32768x32768,E,event+nt5+flushA,event,5,10,flushA,2,6758,2062,2062,2062,15,2.635
8192x32768x32768,E,event+nt1+sleep,event,1,10,sleep,0,6773,2062,2062,2062,3,2.635
8192x32768x32768,E,event+nt1+sleep,event,1,10,sleep,1,6763,2062,2062,2062,3,2.635
8192x32768x32768,E,event+nt1+sleep,event,1,10,sleep,2,6773,2062,2062.0,2062,2,2.635
32768x32768x8192,A,bench_kineto,bench_kineto,10,0,flush8,0,6245,1830,2062.0,2062,42,2.821
32768x32768x8192,A,bench_kineto,bench_kineto,10,0,flush8,1,6249,1830,1830,1830,41,2.821
32768x32768x8192,A,bench_kineto,bench_kineto,10,0,flush8,2,6326,1830,1852,1852,39,2.821
32768x32768x8192,A,event(B),event,10,10,flush8,0,6074,1800,1800,1800,19,2.821
32768x32768x8192,A,event(B),event,10,10,flush8,1,6063,1702,1702.0,1800,20,2.821
32768x32768x8192,A,event(B),event,10,10,flush8,2,5941,1702,1702.0,1747,20,2.821
32768x32768x8192,A,graph,graph,10,10,flush8,0,6155,1747,2062,2062,19,2.821
32768x32768x8192,A,graph,graph,10,10,flush8,1,5771,1762,1912.0,2062,20,2.821
32768x32768x8192,A,graph,graph,10,10,flush8,2,5805,1695,1762.0,1762,20,2.821
32768x32768x8192,A,event+sync,event_sync,10,10,flush8,0,6069,1695,1695,1695,19,2.821
32768x32768x8192,A,event+sync,event_sync,10,10,flush8,1,6091,1672,1672,1672,19,2.821
32768x32768x8192,A,event+sync,event_sync,10,10,flush8,2,6190,1785,1785,1785,19,2.821
32768x32768x8192,B,nt=1,event,1,10,flush8,0,6197,1785,1785,1785,1,2.821
32768x32768x8192,B,nt=1,event,1,10,flush8,1,5726,1822,1822.0,1822,2,2.821
32768x32768x8192,B,nt=1,event,1,10,flush8,2,5979,1822,1822.0,1822,2,2.821
32768x32768x8192,B,nt=5,event,5,10,flush8,0,5852,1762,1762.0,1762,10,2.821
32768x32768x8192,B,nt=5,event,5,10,flush8,1,5621,1710,1762,1762,11,2.821
32768x32768x8192,B,nt=5,event,5,10,flush8,2,5914,1710,1710.0,1710,10,2.821
32768x32768x8192,B,nt=10,event,10,10,flush8,0,5641,1725,1725,1725,21,2.821
32768x32768x8192,B,nt=10,event,10,10,flush8,1,5801,1665,1665.0,1725,20,2.821
32768x32768x8192,B,nt=10,event,10,10,flush8,2,6190,1665,1665,1755,19,2.821
32768x32768x8192,B,nt=30,event,30,10,flush8,0,6046,1755,1830.0,1830,58,2.821
32768x32768x8192,B,nt=30,event,30,10,flush8,1,6109,1740,1740.0,1822,58,2.821
32768x32768x8192,B,nt=30,event,30,10,flush8,2,6095,1822,1965.0,1965,58,2.821
32768x32768x8192,C,br=none,event,10,10,none,0,5278,1837,1837.0,1837,16,2.821
32768x32768x8192,C,br=none,event,10,10,none,1,5106,1447,1447,1837,17,2.821
32768x32768x8192,C,br=none,event,10,10,none,2,5135,1447,1447.0,1447,16,2.821
32768x32768x8192,C,br=flush8,event,10,10,flush8,0,5844,1477,1477.0,1477,20,2.821
32768x32768x8192,C,br=flush8,event,10,10,flush8,1,5785,1695,1695.0,1695,20,2.821
32768x32768x8192,C,br=flush8,event,10,10,flush8,2,5864,1695,1695.0,1695,20,2.821
32768x32768x8192,C,br=flush32,event,10,10,flush32,0,6322,1672,1672,1672,33,2.821
32768x32768x8192,C,br=flush32,event,10,10,flush32,1,6293,2062,2062.0,2062,34,2.821
32768x32768x8192,C,br=flush32,event,10,10,flush32,2,6298,2062,2062.0,2062,34,2.821
32768x32768x8192,C,br=flushA,event,10,10,flushA,0,6305,2062,2062.0,2062,32,2.821
32768x32768x8192,C,br=flushA,event,10,10,flushA,1,6338,2062,2062.0,2062,32,2.821
32768x32768x8192,C,br=flushA,event,10,10,flushA,2,6301,2062,2062,2062,31,2.821
32768x32768x8192,C,br=sleep,event,10,10,sleep,0,6310,2062,2062.0,2062,28,2.821
32768x32768x8192,C,br=sleep,event,10,10,sleep,1,6302,2062,2062.0,2062,28,2.821
32768x32768x8192,C,br=sleep,event,10,10,sleep,2,6299,2062,2062.0,2062,28,2.821
32768x32768x8192,D,wu=2,event,10,2,flush8,0,6283,2062,2062.0,2062,18,2.821
32768x32768x8192,D,wu=2,event,10,2,flush8,1,6108,2062,2062,2062,19,2.821
32768x32768x8192,D,wu=2,event,10,2,flush8,2,6246,1822,1822,2062,19,2.821
32768x32768x8192,D,wu=10,event,10,10,flush8,0,5989,1747,1822,1822,19,2.821
32768x32768x8192,D,wu=10,event,10,10,flush8,1,6107,1747,1747,1747,19,2.821
32768x32768x8192,D,wu=10,event,10,10,flush8,2,6099,1852,1852,1852,19,2.821
32768x32768x8192,D,wu=30,event,10,30,flush8,0,6095,1725,1725.0,1905,20,2.821
32768x32768x8192,D,wu=30,event,10,30,flush8,1,5680,1620,1620,1620,21,2.821
32768x32768x8192,D,wu=30,event,10,30,flush8,2,6191,1672,1672,1672,19,2.821
32768x32768x8192,D,wu=60,event,10,60,flush8,0,5863,1747,1800.0,1800,20,2.821
32768x32768x8192,D,wu=60,event,10,60,flush8,1,5864,1642,1642.0,1777,20,2.821
32768x32768x8192,D,wu=60,event,10,60,flush8,2,5780,1680,1800.0,1800,20,2.821
32768x32768x8192,D,wu10+idle0.5,event,10,10,flush8,0,6179,2062,2062,2062,19,2.821
32768x32768x8192,D,wu10+idle0.5,event,10,10,flush8,1,6199,2062,2062.0,2062,18,2.821
32768x32768x8192,D,wu10+idle0.5,event,10,10,flush8,2,6192,2062,2062,2062,19,2.821
32768x32768x8192,E,graph+nt5+flush32,graph,5,10,flush32,0,6335,1912,1912.0,1912,16,2.821
32768x32768x8192,E,graph+nt5+flush32,graph,5,10,flush32,1,6328,2062,2062,2062,17,2.821
32768x32768x8192,E,graph+nt5+flush32,graph,5,10,flush32,2,6321,2062,2062,2062,17,2.821
32768x32768x8192,E,event+nt5+flushA,event,5,10,flushA,0,6316,2062,2062,2062,15,2.821
32768x32768x8192,E,event+nt5+flushA,event,5,10,flushA,1,6311,2062,2062.0,2062,16,2.821
32768x32768x8192,E,event+nt5+flushA,event,5,10,flushA,2,6307,2062,2062.0,2062,16,2.821
32768x32768x8192,E,event+nt1+sleep,event,1,10,sleep,0,6311,2062,2062.0,2062,2,2.821
32768x32768x8192,E,event+nt1+sleep,event,1,10,sleep,1,6311,2062,2062,2062,3,2.821
32768x32768x8192,E,event+nt1+sleep,event,1,10,sleep,2,6311,2062,2062,2062,3,2.821
32768x32768x16384,A,bench_kineto,bench_kineto,10,0,flush8,0,6428,1477,1477.0,2062,72,5.367
32768x32768x16384,A,bench_kineto,bench_kineto,10,0,flush8,1,6359,1545,1545.0,1680,68,5.367
32768x32768x16384,A,bench_kineto,bench_kineto,10,0,flush8,2,6286,1680,2017.0,2017,70,5.367
32768x32768x16384,A,event(B),event,10,10,flush8,0,6555,1530,1530,1545,31,5.367
32768x32768x16384,A,event(B),event,10,10,flush8,1,6056,1545,1582.0,1582,34,5.367
32768x32768x16384,A,event(B),event,10,10,flush8,2,5955,1462,1462,1462,35,5.367
32768x32768x16384,A,graph,graph,10,10,flush8,0,6198,1597,1597,1695,33,5.367
32768x32768x16384,A,graph,graph,10,10,flush8,1,6391,1507,1507.0,1695,32,5.367
32768x32768x16384,A,graph,graph,10,10,flush8,2,6279,1590,1590,1590,33,5.367
32768x32768x16384,A,event+sync,event_sync,10,10,flush8,0,6190,1522,1522.0,1575,34,5.367
32768x32768x16384,A,event+sync,event_sync,10,10,flush8,1,5896,1590,1590,1590,35,5.367
32768x32768x16384,A,event+sync,event_sync,10,10,flush8,2,6197,1402,1402.0,1545,34,5.367
32768x32768x16384,B,nt=1,event,1,10,flush8,0,5965,1545,1545.0,1545,4,5.367
32768x32768x16384,B,nt=1,event,1,10,flush8,1,6170,1477,1477,1477,3,5.367
32768x32768x16384,B,nt=1,event,1,10,flush8,2,6255,1522,1522.0,1522,4,5.367
32768x32768x16384,B,nt=5,event,5,10,flush8,0,6052,1477,1477,1477,17,5.367
32768x32768x16384,B,nt=5,event,5,10,flush8,1,6320,1485,1485,1485,17,5.367
32768x32768x16384,B,nt=5,event,5,10,flush8,2,6056,1575,1575,1575,17,5.367
32768x32768x16384,B,nt=10,event,10,10,flush8,0,6051,1477,1545,1545,35,5.367
32768x32768x16384,B,nt=10,event,10,10,flush8,1,6095,1477,1522.0,1522,34,5.367
32768x32768x16384,B,nt=10,event,10,10,flush8,2,6158,1582,1582,1582,33,5.367
32768x32768x16384,B,nt=30,event,30,10,flush8,0,6124,1462,1522.0,1567,102,5.367
32768x32768x16384,B,nt=30,event,30,10,flush8,1,6182,1500,1515.0,1522,100,5.367
32768x32768x16384,B,nt=30,event,30,10,flush8,2,6183,1462,1530,1545,101,5.367
32768x32768x16384,C,br=none,event,10,10,none,0,5672,1372,1372.0,1530,30,5.367
32768x32768x16384,C,br=none,event,10,10,none,1,5674,1342,1342.0,1372,30,5.367
32768x32768x16384,C,br=none,event,10,10,none,2,5562,1380,1380,1380,31,5.367
32768x32768x16384,C,br=flush8,event,10,10,flush8,0,6319,1372,1372,1582,33,5.367
32768x32768x16384,C,br=flush8,event,10,10,flush8,1,6175,1530,1530.0,1582,34,5.367
32768x32768x16384,C,br=flush8,event,10,10,flush8,2,6336,1515,1515.0,1582,32,5.367
32768x32768x16384,C,br=flush32,event,10,10,flush32,0,6998,1800,1800,1800,45,5.367
32768x32768x16384,C,br=flush32,event,10,10,flush32,1,7039,2062,2062,2062,45,5.367
32768x32768x16384,C,br=flush32,event,10,10,flush32,2,6999,2017,2017,2055,45,5.367
32768x32768x16384,C,br=flushA,event,10,10,flushA,0,6999,1935,1935.0,1980,44,5.367
32768x32768x16384,C,br=flushA,event,10,10,flushA,1,7020,1995,1995,2040,45,5.367
32768x32768x16384,C,br=flushA,event,10,10,flushA,2,7020,2032,2032.0,2040,44,5.367
32768x32768x16384,C,br=sleep,event,10,10,sleep,0,6901,2062,2062,2062,51,5.367
32768x32768x16384,C,br=sleep,event,10,10,sleep,1,6903,2062,2062,2062,51,5.367
32768x32768x16384,C,br=sleep,event,10,10,sleep,2,6905,2062,2062,2062,51,5.367
32768x32768x16384,D,wu=2,event,10,2,flush8,0,6664,1665,2062,2062,31,5.367
32768x32768x16384,D,wu=2,event,10,2,flush8,1,6540,1665,1665,1665,31,5.367
32768x32768x16384,D,wu=2,event,10,2,flush8,2,6385,1650,1650.0,1650,32,5.367
32768x32768x16384,D,wu=10,event,10,10,flush8,0,6419,1560,1560.0,1627,32,5.367
32768x32768x16384,D,wu=10,event,10,10,flush8,1,6379,1627,1627.0,1627,32,5.367
32768x32768x16384,D,wu=10,event,10,10,flush8,2,5947,1500,1500.0,1500,34,5.367
32768x32768x16384,D,wu=30,event,10,30,flush8,0,6049,1492,1492,1492,35,5.367
32768x32768x16384,D,wu=30,event,10,30,flush8,1,6247,1507,1545,1545,33,5.367
32768x32768x16384,D,wu=30,event,10,30,flush8,2,6085,1485,1560.0,1560,34,5.367
32768x32768x16384,D,wu=60,event,10,60,flush8,0,6062,1477,1560.0,1560,34,5.367
32768x32768x16384,D,wu=60,event,10,60,flush8,1,6135,1582,1582,1582,33,5.367
32768x32768x16384,D,wu=60,event,10,60,flush8,2,6070,1500,1500.0,1500,34,5.367
32768x32768x16384,D,wu10+idle0.5,event,10,10,flush8,0,6749,2062,2062,2062,31,5.367
32768x32768x16384,D,wu10+idle0.5,event,10,10,flush8,1,6728,2062,2062.0,2062,32,5.367
32768x32768x16384,D,wu10+idle0.5,event,10,10,flush8,2,6765,2062,2062.0,2062,30,5.367
32768x32768x16384,E,graph+nt5+flush32,graph,5,10,flush32,0,6883,1695,1721.0,1747,22,5.367
32768x32768x16384,E,graph+nt5+flush32,graph,5,10,flush32,1,6882,2055,2055,2055,23,5.367
32768x32768x16384,E,graph+nt5+flush32,graph,5,10,flush32,2,6900,1905,1905,1987,23,5.367
32768x32768x16384,E,event+nt5+flushA,event,5,10,flushA,0,6903,1987,2032.0,2032,22,5.367
32768x32768x16384,E,event+nt5+flushA,event,5,10,flushA,1,6888,1912,1912.0,1912,22,5.367
32768x32768x16384,E,event+nt5+flushA,event,5,10,flushA,2,6886,1837,1965.0,1965,22,5.367
32768x32768x16384,E,event+nt1+sleep,event,1,10,sleep,0,6912,2062,2062,2062,5,5.367
32768x32768x16384,E,event+nt1+sleep,event,1,10,sleep,1,6917,2062,2062,2062,5,5.367
32768x32768x16384,E,event+nt1+sleep,event,1,10,sleep,2,6906,2062,2062,2062,5,5.367
